真 zan1
係 hai6
開 hoi1
始 ci2
整 zing2
嘅 ge3
時 si4
候 hau6
呢 ni1
先 sin1
至 zi3
發 faat3
覺 gok3
自 zi6
己 gei2
之 zi1
前 cin4
買 maai5
嗰 go2
啲 di1
番 faan1
薯 syu4
茸 jung4
都 dou1
唔 m4
夠 gau3
其 kei4
實 sat6
都 dou1
幾 gei2
抵 dai2
食 sik6
因 jan1
為 wai4
嗌 aai3
左 zo2
成 sing4
五 ng5
個 go3
海 hoi2
鮮 sin1
好 hou2
多 do1
個 go3
餸 sung3
都 dou1
係 hai6
兩 loeng5
千 cin1
幾 gei2
蚊 man1
我 ngo5
地 dei6
嗌 aai3
左 zo2
魚 ju4
牡 maau5
丹 daan1
蝦 haa1
蟶 cing1
子 zi2
蚌 pong5
蟹 haai5
不 bat1
過 gwo3
都 dou1
唔 m4
得 dak1
閒 haan4
再 zoi3
去 heoi3
買 maai5
啦 laa1
咁 gam3
就 zau6
求 kau4
其 kei4
整 zing2
咗 zo2
一 jat1
個 go3
小 siu2
嘅 ge3
份 fan6
量 loeng4
咁 gam3
我 ngo5
食 sik6
完 jun4
飯 faan6
返 faan1
屋 uk1
企 kei5
先 sin1
開 hoi1
始 ci2
個 go3
蛋 daan6
糕 gou1
咁 gam3
我 ngo5
相 soeng1
信 seon3
我 ngo5
啲 di1
狗 gau2
都 dou1
鍾 zung1
意 ji3
嗰 go2
個 go3
蛋 daan6
糕 gou1
嘅 ge3
因 jan1
為 wai4
一 jat1
路 lou6
焗 guk6
呢 ni1
啲 di1
狗 gau2
都 dou1
一 jat1
路 lou6
聞 man4
今 gam1
日 jat6
牧 muk6
師 si1
講 gong2
嗰 go2
個 go3
道 dou6
都 dou1
幾 gei2
好 hou2
聽 teng1
我 ngo5
都 dou1
聽 teng1
到 dou3
有 jau5
啲 di1
感 gam2
動 dung6
眼 ngaan5
濕 sap1
濕 sap1
返 faan1
完 jun4
教 gaau3
會 wui6
之 zi1
後 hau6
就 zau6
同 tung4
個 go3
朋 pang4
友 jau5
同 tung4
埋 maai4
佢 keoi5
媽 maa1
咪 mai5
一 jat1
齊 cai4
行 hang4
咗 zo2
去 heoi3
食 sik6
午 ng5
飯 faan6
咁 gam3
其 kei4
實 sat6
嗰 go2
個 go3
蛋 daan6
糕 gou1
都 dou1
好 hou2
容 jung4
易 ji6
整 zing2
嘅 ge3
啫 ze1
咁 gam3
所 so2
以 ji5
整 zing2
咗 zo2
好 hou2
少 siu2
時 si4
間 gaan1
都 dou1
整 zing2
好 hou2
喇 laa3
我 ngo5
阿 aa3
爸 baa1
仲 zung6
同 tung4
個 go3
海 hoi2
鮮 sin1
檔 dong3
嗰 go2
個 go3
人 jan4
講 gong2
我 ngo5
請 cing2
佢 keoi5
食 sik6
飯 faan6
野 je5
餐 caan1
嘅 ge3
時 si4
候 hau6
我 ngo5
同 tung4
朋 pang4
友 jau5
傾 king1
左 zo2
好 hou2
多 do1
計 gai3
包 baau1
括 kut3
一 jat1
啲 di1
敏 man5
感 gam2
嘅 ge3
話 waa6
題 tai4
我 ngo5
覺 gok3
得 dak1
去 heoi3
多 do1
啲 di1
郊 gaau1
外 ngoi6
嘅 ge3
地 dei6
方 fong1
人 jan4
都 dou1
會 wui6
開 hoi1
心 sam1
啲 di1
啲 di1
狗 gau2
喺 hai2
個 go3
公 gung1
園 jun4
嗰 go2
度 dou6
追 zeoi1
來 loi4
追 zeoi1
去 heoi3
跑 paau2
來 loi4
跑 paau2
去 heoi3
都 dou1
好 hou2
開 hoi1
心 sam1
咁 gam3
當 dong1
然 jin4
我 ngo5
哋 dei6
都 dou1
有 jau5
唱 coeng3
生 sang1
日 jat6
歌 go1
同 tung4
慶 hing3
祝 zuk1
生 sang1
日 jat6
咁 gam3
我 ngo5
開 hoi1
始 ci2
焗 guk6
蛋 daan6
糕 gou1
嘅 ge3
時 si4
候 hau6
呢 ni1
先 sin1
至 zi3
發 faat3
覺 gok3
原 jun4
來 loi4
啲 di1
麵 min6
粉 fan2
過 gwo3
咗 zo2
期 kei4
食 sik6
完 jun4
之 zi1
後 hau6
我 ngo5
就 zau6
行 hang4
咗 zo2
去 heoi3
教 gaau3
會 wui6
嗰 go2
度 dou6
同 tung4
個 go3
朋 pang4
友 jau5
一 jat1
齊 cai4
返 faan1
教 gaau3
會 wui6
野 je5
餐 caan1
左 zo2
兩 loeng5
個 go3
鐘 zung1
頭 tau4
之 zi1
後 hau6
我 ngo5
哋 dei6
都 dou1
走 zau2
喇 laa3
咁 gam3
啲 di1
狗 gau2
都 dou1
好 hou2
鍾 zung1
意 ji3
食 sik6
嗰 go2
個 go3
蛋 daan6
糕 gou1
嘅 ge3
我 ngo5
哋 dei6
派 paai3
蛋 daan6
糕 gou1
嘅 ge3
時 si4
候 hau6
佢 keoi5
哋 dei6
都 dou1
爭 zang1
住 zyu6
食 sik6
去 heoi3
完 jun4
郊 gaau1
野 je5
公 gung1
園 jun4
之 zi1
後 hau6
我 ngo5
就 zau6
返 faan1
屋 uk1
企 kei5
同 tung4
馮 fung4
曉 hiu2
立 lap6
坐 zo6
地 dei6
鐵 tit3
去 heoi3
食 sik6
早 zou2
餐 caan1
好 hou2
彩 coi2
樓 lau4
下 haa6
間 gaan1
超 ciu1
級 kap1
市 si5
場 coeng4
係 hai6
廿 jaa6
四 sei3
小 siu2
時 si4
營 jing4
業 jip6
咁 gam3
我 ngo5
就 zau6
落 lok6
咗 zo2
去 heoi3
買 maai5
野 je5
餐 caan1
嘅 ge3
時 si4
候 hau6
個 go3
天 tin1
好 hou2
藍 laam4
又 jau6
好 hou2
好 hou2
風 fung1
所 so2
以 ji5
呢 ni1
我 ngo5
哋 dei6
都 dou1
好 hou2
享 hoeng2
受 sau6
今 gam1
日 jat6
嘅 ge3
天 tin1
氣 hei3
有 jau5
小 siu2
小 siu2
陰 jam1
但 daan6
係 hai6
好 hou2
好 hou2
風 fung1
所 so2
以 ji5
去 heoi3
到 dou3
呢 ni1
真 zan1
係 hai6
好 hou2
舒 syu1
服 fuk6
行 hang4
完 jun4
山 saan1
之 zi1
後 hau6
我 ngo5
哋 dei6
就 zau6
返 faan1
屋 uk1
企 kei5
咁 gam3
我 ngo5
哋 dei6
沖 cung1
咗 zo2
涼 loeng4
之 zi1
後 hau6
就 zau6
喺 hai2
屋 uk1
企 kei5
休 jau1
息 sik1
跟 gan1
住 zyu6
我 ngo5
哋 dei6
就 zau6
去 heoi3
咗 zo2
一 jat1
田 tin4
嗰 go2
度 dou6
買 maai5
材 coi4
料 liu6
整 zing2
晚 maan5
餐 caan1
食 sik6
我 ngo5
喺 hai2
嗰 go2
度 dou6
坐 zo6
左 zo2
一 jat1
個 go3
鐘 zung1
頭 tau4
睇 tai2
咗 zo2
一 jat1
陣 zan6
書 syu1
真 zan1
係 hai6
覺 gok3
得 dak1
好 hou2
洗 sai2
滌 dik6
心 sam1
靈 ling4
咁 gam3
我 ngo5
哋 dei6
都 dou1
好 hou2
醒 sing2
目 muk6
咁 gam3
樣 joeng6
呢 ni1
搵 wan2
到 dou3
一 jat1
個 go3
好 hou2
陰 jam1
涼 loeng4
嘅 ge3
位 wai6
放 fong3
低 dai1
我 ngo5
哋 dei6
野 je5
餐 caan1
嘅 ge3
嘢 je5
去 heoi3
灣 waan1
仔 zai2
峽 haap6
因 jan1
為 wai4
嗰 go2
度 dou6
有 jau5
好 hou2
多 do1
水 seoi2
啲 di1
狗 gau2
呢 ni1
可 ho2
以 ji5
降 gong3
溫 wan1
因 jan1
為 wai4
天 tin1
氣 hei3
實 sat6
在 zoi6
太 taai3
好 hou2
所 so2
以 ji5
我 ngo5
同 tung4
啲 di1
狗 gau2
食 sik6
完 jun4
早 zou2
餐 caan1
之 zi1
後 hau6
呢 ni1
都 dou1
揸 zaa1
車 ce1
去 heoi3
咗 zo2
郊 gaau1
野 je5
公 gung1
園 jun4
我 ngo5
今 gam1
朝 ziu1
都 dou1
係 hai6
好 hou2
似 ci5
平 ping4
時 si4
咁 gam3
好 hou2
早 zou2
六 luk6
點 dim2
幾 gei2
就 zau6
起 hei2
身 san1
喇 laa3
車 ce1
左 zo2
個 go3
朋 pang4
友 jau5
返 faan1
中 zung1
環 waan4
之 zi1
後 hau6
我 ngo5
哋 dei6
就 zau6
去 heoi3
咗 zo2
灣 waan1
仔 zai2
峽 haap6
咁 gam3
都 dou1
真 zan1
係 hai6
好 hou2
彩 coi2
有 jau5
比 bei2
兩 loeng5
隻 zek3
狗 gau2
濕 sap1
一 jat1
濕 sap1
凍 dung3
下 haa6
先 sin1
因 jan1
為 wai4
呢 ni1
我 ngo5
哋 dei6
開 hoi1
始 ci2
行 hang4
嘅 ge3
時 si4
候 hau6
呢 ni1
就 zau6
發 faat3
覺 gok3
尋 cam4
日 jat6
真 zan1
係 hai6
好 hou2
熱 jit6
熱 jit6
到 dou3
係 hai6
三 saam1
十 sap6
幾 gei2
度 dou6
嗰 go2
一 jat1
種 zung2
熱 jit6
咁 gam3
跟 gan1
住 zyu6
我 ngo5
揸 zaa1
車 ce1
返 faan1
到 dou3
屋 uk1
企 kei5
就 zau6
大 daai6
概 koi3
九 gau2
點 dim2
四 sei3
左 zo2
右 jau6
咁 gam3
我 ngo5
就 zau6
問 man6
呀 aa3
馮 fung4
曉 hiu2
立 lap6
佢 keoi5
喺 hai2
邊 bin1
叫 giu3
佢 keoi5
行 hang4
過 gwo3
嚟 lai4
咁 gam3
我 ngo5
就 zau6
帶 daai3
咗 zo2
啲 di1
狗 gau2
返 faan1
屋 uk1
企 kei5
食 sik6
早 zou2
餐 caan1
咁 gam3
佢 keoi5
地 dei6
玩 waan2
完 jun4
之 zi1
後 hau6
呢 ni1
我 ngo5
就 zau6
迫 baak1
佢 keoi5
地 dei6
兩 loeng5
個 go3
坐 zo6
喺 hai2
張 zoeng1
枱 toi2
上 soeng6
面 min6
影 jing2
左 zo2
幅 fuk1
相 soeng1
咁 gam3
跟 gan1
住 zyu6
影 jing2
完 jun4
我 ngo5
地 dei6
呢 ni1
就 zau6
走 zau2
喇 laa3
嗰 go2
陣 zan6
時 si4
呢 ni1
大 daai6
概 koi3
就 zau6
九 gau2
點 dim2
鐘 zung1
我 ngo5
哋 dei6
一 jat1
路 lou6
行 hang4
都 dou1
一 jat1
路 lou6
喺 hai2
度 dou6
諗 nam2
使 si2
唔 m4
使 si2
返 faan1
轉 zyun3
頭 tau4
呢 ni1
因 jan1
為 wai4
好 hou2
似 ci5
真 zan1
係 hai6
太 taai3
熱 jit6
又 jau6
驚 ging1
嗰 go2
啲 di1
狗 gau2
會 wui6
熱 jit6
得 dak1
太 taai3
辛 san1
苦 fu2
不 bat1
過 gwo3
最 zeoi3
後 hau6
行 hang4
咗 zo2
兩 loeng5
個 go3
幾 gei2
鐘 zung1
我 ngo5
哋 dei6
最 zeoi3
後 hau6
都 dou1
係 hai6
去 heoi3
咗 zo2
愉 ju4
景 ging2
灣 waan1
我 ngo5
哋 dei6
慢 maan6
慢 maan6
地 dei6
咁 gam3
樣 joeng6
就 zau6
行 hang4
咗 zo2
去 heoi3
愉 ju4
景 ging2
灣 waan1
廣 gwong2
場 coeng4
嗰 go2
度 dou6
咁 gam3
嗰 go2
度 dou6
其 kei4
實 sat6
都 dou1
幾 gei2
舒 syu1
服 fuk6
嘅 ge3
咁 gam3
我 ngo5
哋 dei6
就 zau6
喺 hai2
嗰 go2
度 dou6
呢 ni1
就 zau6
搵 wan2
咗 zo2
張 zoeng1
枱 toi2
坐 zo6
低 dai1
休 jau1
息 sik1
一 jat1
下 haa6
到 dou3
我 ngo5
哋 dei6
兩 loeng5
個 go3
真 zan1
係 hai6
出 ceot1
門 mun4
口 hau2
嘅 ge3
時 si4
候 hau6
呢 ni1
就 zau6
大 daai6
概 koi3
九 gau2
點 dim2
七 cat1
八 baat3
咁 gam3
佢 keoi5
哋 dei6
就 zau6
決 kyut3
定 ding6
去 heoi3
鰂 caak6
魚 ju4
涌 cung1
嗰 go2
個 go3
旺 wong6
記 gei3
冰 bing1
室 sat1
嗰 go2
度 dou6
食 sik6
早 zou2
餐 caan1
咁 gam3
我 ngo5
哋 dei6
就 zau6
去 heoi3
咗 zo2
搭 daap3
地 dei6
鐵 tit3
喇 laa3
咁 gam3
我 ngo5
一 jat1
路 lou6
搭 daap3
地 dei6
鐵 tit3
呢 ni1
都 dou1
喺 hai2
度 dou6
諗 nam2
呀 aa3
唔 m4
知 zi1
今 gam1
日 jat6
洗 sai2
唔 m4
洗 sai2
排 paai4
隊 deoi6
呢 ni1
因 jan1
為 wai4
我 ngo5
上 soeng6
網 mong5
都 dou1
見 gin3
到 dou3
呢 ni1
間 gaan1
餐 caan1
廳 teng1
好 hou2
似 ci5
係 hai6
幾 gei2
熱 jit6
門 mun4
嘅 ge3
咁 gam3
不 bat1
過 gwo3
好 hou2
彩 coi2
去 heoi3
到 dou3
都 dou1
唔 m4
使 si2
排 paai4
隊 deoi6
咁 gam3
雖 seoi1
然 jin4
我 ngo5
哋 dei6
最 zeoi3
後 hau6
都 dou1
係 hai6
去 heoi3
咗 zo2
愉 ju4
景 ging2
灣 waan1
不 bat1
過 gwo3
都 dou1
唔 m4
係 hai6
太 taai3
開 hoi1
心 sam1
因 jan1
為 wai4
馮 fung4
曉 hiu2
立 lap6
係 hai6
行 hang4
山 saan1
最 zeoi3
尾 mei5
嘅 ge3
時 si4
候 hau6
抝 aau2
拗 aau2
咗 zo2
柴 caai4
咁 gam3
隻 zek3
腳 goek3
就 zau6
行 hang4
到 dou3
下 haa6
下 haa6
咁 gam3
樣 joeng6
我 ngo5
地 dei6
喺 hai2
嗰 go2
個 go3
公 gung1
園 jun4
嗰 go2
度 dou6
呢 ni1
見 gin3
到 dou3
好 hou2
多 do1
其 kei4
他 taa1
狗 gau2
咁 gam3
啲 di1
狗 gau2
就 zau6
一 jat1
齊 cai4
玩 waan2
啦 laa1
咁 gam3
玩 waan2
左 zo2
一 jat1
陣 zan6
之 zi1
後 hau6
呢 ni1
因 jan1
為 wai4
太 taai3
熱 jit6
呢 ni1
嗰 go2
啲 di1
狗 gau2
就 zau6
已 ji5
經 ging1
趴 paa1
低 dai1
曬 saai3
咁 gam3
之 zi1
後 hau6
呢 ni1
我 ngo5
就 zau6
再 zoi3
去 heoi3
搵 wan2
午 ng5
飯 faan6
買 maai5
啦 laa1
我 ngo5
就 zau6
去 heoi3
咗 zo2
買 maai5
一 jat1
個 go3
羊 joeng4
肉 juk6
卷 gyun2
同 tung4
埋 maai4
一 jat1
個 go3
七 cat1
喜 hei2
做 zou6
晏 aan3
晝 zau3
食 sik6
呢 ni1
啲 di1
中 zung1
東 dung1
羊 joeng4
肉 juk6
卷 gyun2
呢 ni1
係 hai6
我 ngo5
不 bat1
嬲 nau1
都 dou1
好 hou2
鍾 zung1
意 ji3
食 sik6
嘅 ge3
一 jat1
樣 joeng6
野 je5
嚟 lai4
嘅 ge3
咁 gam3
我 ngo5
覺 gok3
得 dak1
喺 hai2
行 hang4
山 saan1
呢 ni1
啲 di1
時 si4
候 hau6
食 sik6
都 dou1
唔 m4
錯 co3
因 jan1
為 wai4
佢 keoi5
份 fan6
量 loeng4
唔 m4
係 hai6
好 hou2
多 do1
啦 laa1
咁 gam3
但 daan6
係 hai6
又 jau6
好 hou2
惹 je5
味 mei6
嘅 ge3
我 ngo5
今 gam1
朝 ziu1
大 daai6
概 koi3
八 baat3
點 dim2
幾 gei2
起 hei2
身 san1
跟 gan1
住 zyu6
就 zau6
帶 daai3
左 zo2
啲 di1
狗 gau2
去 heoi3
清 cing1
水 seoi2
灣 waan1
郊 gaau1
野 je5
公 gung1
園 jun4
嗰 go2
度 dou6
玩 waan2
天 tin1
氣 hei3
呢 ni1
就 zau6
非 fei1
常 soeng4
之 zi1
熱 jit6
買 maai5
完 jun4
之 zi1
後 hau6
我 ngo5
哋 dei6
就 zau6
正 zing3
式 sik1
開 hoi1
始 ci2
行 hang4
咁 gam3
我 ngo5
哋 dei6
呢 ni1
每 mui5
一 jat1
次 ci3
喺 hai2
梅 mui4
窩 wo1
開 hoi1
始 ci2
行 hang4
山 saan1
呢 ni1
我 ngo5
哋 dei6
都 dou1
會 wui6
行 hang4
去 heoi3
一 jat1
條 tiu4
瀑 buk6
布 bou3
嗰 go2
度 dou6
呢 ni1
比 bei2
兩 loeng5
隻 zek3
狗 gau2
過 gwo3
吓 haa5
冷 laang5
河 ho4
先 sin1
嘅 ge3
咁 gam3
跟 gan1
住 zyu6
我 ngo5
自 zi6
己 gei2
都 dou1
去 heoi3
咗 zo2
七 cat1
十 sap6
一 jat1
嗰 go2
度 dou6
買 maai5
咗 zo2
一 jat1
包 baau1
冰 bing1
同 tung4
埋 maai4
買 maai5
咗 zo2
一 jat1
杯 bui1
凍 dung3
咖 gaa3
啡 fe1
比 bei2
馮 fung4
曉 hiu2
立 lap6
飲 jam2
咁 gam3
出 ceot1
到 dou3
去 heoi3
之 zi1
後 hau6
呢 ni1
我 ngo5
都 dou1
分 fan1
左 zo2
啲 di1
冰 bing1
比 bei2
啲 di1
狗 gau2
仔 zai2
因 jan1
為 wai4
佢 keoi5
哋 dei6
都 dou1
好 hou2
熱 jit6
因 jan1
為 wai4
都 dou1
有 jau5
啲 di1
飽 baau2
嘅 ge3
關 gwaan1
係 hai6
我 ngo5
就 zau6
淨 zing6
係 hai6
食 sik6
咗 zo2
個 go3
吞 tan1
拿 naa4
魚 ju4
沙 saa1
律 leot6
同 tung4
埋 maai4
啲 di1
薯 syu4
條 tiu4
咁 gam3
好 hou2
彩 coi2
馮 fung4
曉 hiu2
立 lap6
